campaign_id,campaign_type,discount_bracket,impressions,conversions,start_date,end_date
9,Referral,1-10%,3813,41,2024-03-15,2024-03-29
10,Flash Sale,1-10%,3378,46,2024-09-15,2024-10-04
12,Flash Sale,1-10%,4805,68,2025-06-25,2025-07-04
6,Category Push,0%,4818,36,2025-07-18,2025-08-01
8,Festival,21-30%,3496,85,2025-03-28,2025-04-14
9,Referral,21-30%,4006,122,2024-03-15,2024-03-29
6,Category Push,21-30%,999,14,2025-07-18,2025-08-01
4,New User,1-10%,2009,31,2025-02-11,2025-02-19
12,Flash Sale,1-10%,2317,34,2025-06-25,2025-07-04
2,Referral,11-20%,3505,56,2024-09-10,2024-09-26
1,Clearance,1-10%,3961,76,2025-03-28,2025-04-05
8,Festival,11-20%,125,1,2025-03-28,2025-04-14
10,Flash Sale,0%,3790,30,2024-09-15,2024-10-04
2,Referral,21-30%,3758,100,2024-09-10,2024-09-26
2,Referral,21-30%,1118,29,2024-09-10,2024-09-26
3,New User,0%,4484,42,2025-05-12,2025-05-25
11,Payday,0%,864,7,2024-08-02,2024-08-16
11,Payday,11-20%,2809,50,2024-08-02,2024-08-16
4,New User,0%,4110,28,2025-02-11,2025-02-19
7,Payday,1-10%,4622,56,2025-03-13,2025-03-31
5,Festival,21-30%,2541,70,2024-02-24,2024-03-05
2,Referral,11-20%,485,10,2024-09-10,2024-09-26
10,Flash Sale,11-20%,2037,39,2024-09-15,2024-10-04
5,Festival,1-10%,3939,53,2024-02-24,2024-03-05
11,Payday,11-20%,1886,39,2024-08-02,2024-08-16
7,Payday,21-30%,1333,25,2025-03-13,2025-03-31
8,Festival,21-30%,1538,53,2025-03-28,2025-04-14
3,New User,1-10%,3944,72,2025-05-12,2025-05-25
8,Festival,11-20%,4628,103,2025-03-28,2025-04-14
12,Flash Sale,0%,4155,41,2025-06-25,2025-07-04
8,Festival,0%,424,5,2025-03-28,2025-04-14
9,Referral,0%,2276,19,2024-03-15,2024-03-29
4,New User,0%,4270,27,2025-02-11,2025-02-19
10,Flash Sale,1-10%,2709,36,2024-09-15,2024-10-04
4,New User,11-20%,1141,14,2025-02-11,2025-02-19
12,Flash Sale,21-30%,4025,81,2025-06-25,2025-07-04
8,Festival,0%,3263,22,2025-03-28,2025-04-14
2,Referral,11-20%,3885,94,2024-09-10,2024-09-26
7,Payday,11-20%,4457,66,2025-03-13,2025-03-31
12,Flash Sale,1-10%,894,10,2025-06-25,2025-07-04
6,Category Push,0%,3212,27,2025-07-18,2025-08-01
10,Flash Sale,11-20%,2795,73,2024-09-15,2024-10-04
6,Category Push,0%,3544,27,2025-07-18,2025-08-01
6,Category Push,0%,2368,15,2025-07-18,2025-08-01
12,Flash Sale,11-20%,219,6,2025-06-25,2025-07-04
6,Category Push,1-10%,4477,76,2025-07-18,2025-08-01
5,Festival,0%,3736,37,2024-02-24,2024-03-05
1,Clearance,31-50%,3485,79,2025-03-28,2025-04-05
12,Flash Sale,21-30%,3421,71,2025-06-25,2025-07-04
2,Referral,1-10%,3232,61,2024-09-10,2024-09-26
10,Flash Sale,1-10%,4439,59,2024-09-15,2024-10-04
11,Payday,0%,626,3,2024-08-02,2024-08-16
12,Flash Sale,21-30%,3159,59,2025-06-25,2025-07-04
1,Clearance,1-10%,2057,26,2025-03-28,2025-04-05
11,Payday,0%,1351,13,2024-08-02,2024-08-16
8,Festival,11-20%,2063,47,2025-03-28,2025-04-14
11,Payday,1-10%,362,3,2024-08-02,2024-08-16
5,Festival,0%,56,0,2024-02-24,2024-03-05
10,Flash Sale,1-10%,2687,28,2024-09-15,2024-10-04
9,Referral,0%,611,6,2024-03-15,2024-03-29
10,Flash Sale,11-20%,464,9,2024-09-15,2024-10-04
7,Payday,1-10%,3007,35,2025-03-13,2025-03-31
9,Referral,1-10%,3487,62,2024-03-15,2024-03-29
9,Referral,0%,2766,21,2024-03-15,2024-03-29
7,Payday,21-30%,4140,129,2025-03-13,2025-03-31
5,Festival,11-20%,4478,93,2024-02-24,2024-03-05
7,Payday,11-20%,2157,47,2025-03-13,2025-03-31
6,Category Push,21-30%,98,0,2025-07-18,2025-08-01
1,Clearance,1-10%,4905,89,2025-03-28,2025-04-05
10,Flash Sale,11-20%,2571,49,2024-09-15,2024-10-04
3,New User,0%,4205,29,2025-05-12,2025-05-25
3,New User,11-20%,4539,69,2025-05-12,2025-05-25
12,Flash Sale,0%,3497,41,2025-06-25,2025-07-04
3,New User,0%,337,0,2025-05-12,2025-05-25
3,New User,1-10%,1944,33,2025-05-12,2025-05-25
8,Festival,1-10%,3667,64,2025-03-28,2025-04-14
12,Flash Sale,31-50%,4986,144,2025-06-25,2025-07-04
7,Payday,1-10%,613,8,2025-03-13,2025-03-31
10,Flash Sale,1-10%,1908,24,2024-09-15,2024-10-04
8,Festival,0%,1558,14,2025-03-28,2025-04-14
10,Flash Sale,0%,2918,25,2024-09-15,2024-10-04
11,Payday,11-20%,4839,119,2024-08-02,2024-08-16
7,Payday,31-50%,3889,119,2025-03-13,2025-03-31
2,Referral,0%,4416,44,2024-09-10,2024-09-26
10,Flash Sale,11-20%,3196,67,2024-09-15,2024-10-04
11,Payday,0%,2982,27,2024-08-02,2024-08-16
8,Festival,21-30%,265,3,2025-03-28,2025-04-14
10,Flash Sale,11-20%,3400,55,2024-09-15,2024-10-04
8,Festival,1-10%,2965,49,2025-03-28,2025-04-14
11,Payday,11-20%,611,12,2024-08-02,2024-08-16
4,New User,1-10%,2203,25,2025-02-11,2025-02-19
10,Flash Sale,0%,3218,32,2024-09-15,2024-10-04
12,Flash Sale,21-30%,1370,31,2025-06-25,2025-07-04
6,Category Push,0%,719,4,2025-07-18,2025-08-01
12,Flash Sale,11-20%,3716,79,2025-06-25,2025-07-04
11,Payday,0%,4369,44,2024-08-02,2024-08-16
9,Referral,0%,3566,40,2024-03-15,2024-03-29
6,Category Push,31-50%,537,19,2025-07-18,2025-08-01
12,Flash Sale,0%,543,2,2025-06-25,2025-07-04
8,Festival,21-30%,2931,66,2025-03-28,2025-04-14
7,Payday,1-10%,4324,53,2025-03-13,2025-03-31
12,Flash Sale,1-10%,2805,53,2025-06-25,2025-07-04
6,Category Push,1-10%,1813,25,2025-07-18,2025-08-01
10,Flash Sale,0%,4868,43,2024-09-15,2024-10-04
1,Clearance,1-10%,4520,64,2025-03-28,2025-04-05
3,New User,1-10%,1146,18,2025-05-12,2025-05-25
6,Category Push,21-30%,1509,37,2025-07-18,2025-08-01
2,Referral,1-10%,833,15,2024-09-10,2024-09-26
5,Festival,21-30%,2810,72,2024-02-24,2024-03-05
10,Flash Sale,0%,4440,34,2024-09-15,2024-10-04
3,New User,1-10%,613,17,2025-05-12,2025-05-25
4,New User,31-50%,2053,60,2025-02-11,2025-02-19
10,Flash Sale,31-50%,2963,67,2024-09-15,2024-10-04
12,Flash Sale,0%,1486,11,2025-06-25,2025-07-04
3,New User,0%,50,1,2025-05-12,2025-05-25
11,Payday,21-30%,631,11,2024-08-02,2024-08-16
6,Category Push,11-20%,1641,47,2025-07-18,2025-08-01
1,Clearance,1-10%,615,6,2025-03-28,2025-04-05
11,Payday,0%,203,1,2024-08-02,2024-08-16
11,Payday,11-20%,3910,65,2024-08-02,2024-08-16
1,Clearance,0%,342,1,2025-03-28,2025-04-05
5,Festival,0%,3358,19,2024-02-24,2024-03-05
12,Flash Sale,1-10%,2617,30,2025-06-25,2025-07-04
11,Payday,1-10%,411,2,2024-08-02,2024-08-16
3,New User,31-50%,2380,43,2025-05-12,2025-05-25
5,Festival,21-30%,4209,97,2024-02-24,2024-03-05
5,Festival,0%,2328,11,2024-02-24,2024-03-05
3,New User,11-20%,300,2,2025-05-12,2025-05-25
3,New User,0%,3433,38,2025-05-12,2025-05-25
9,Referral,0%,3690,42,2024-03-15,2024-03-29
12,Flash Sale,0%,3302,22,2025-06-25,2025-07-04
5,Festival,31-50%,823,24,2024-02-24,2024-03-05
4,New User,11-20%,2774,56,2025-02-11,2025-02-19
6,Category Push,11-20%,4744,70,2025-07-18,2025-08-01
4,New User,11-20%,4717,110,2025-02-11,2025-02-19
1,Clearance,11-20%,3235,54,2025-03-28,2025-04-05
3,New User,0%,1671,18,2025-05-12,2025-05-25
4,New User,21-30%,3227,60,2025-02-11,2025-02-19
9,Referral,1-10%,212,4,2024-03-15,2024-03-29
10,Flash Sale,21-30%,3201,76,2024-09-15,2024-10-04
5,Festival,0%,652,10,2024-02-24,2024-03-05
8,Festival,11-20%,2795,57,2025-03-28,2025-04-14
4,New User,11-20%,4119,86,2025-02-11,2025-02-19
10,Flash Sale,0%,4007,40,2024-09-15,2024-10-04
9,Referral,0%,3847,36,2024-03-15,2024-03-29
6,Category Push,1-10%,3504,45,2025-07-18,2025-08-01
2,Referral,31-50%,1181,23,2024-09-10,2024-09-26
11,Payday,21-30%,2046,50,2024-08-02,2024-08-16
2,Referral,11-20%,569,5,2024-09-10,2024-09-26
10,Flash Sale,0%,1724,19,2024-09-15,2024-10-04
12,Flash Sale,1-10%,2749,28,2025-06-25,2025-07-04
6,Category Push,0%,987,11,2025-07-18,2025-08-01
12,Flash Sale,1-10%,4348,58,2025-06-25,2025-07-04
3,New User,1-10%,1565,31,2025-05-12,2025-05-25
9,Referral,0%,2061,16,2024-03-15,2024-03-29
6,Category Push,0%,3643,34,2025-07-18,2025-08-01
11,Payday,21-30%,3735,73,2024-08-02,2024-08-16
12,Flash Sale,1-10%,4268,58,2025-06-25,2025-07-04
5,Festival,11-20%,3752,73,2024-02-24,2024-03-05
3,New User,1-10%,4681,62,2025-05-12,2025-05-25
5,Festival,0%,3942,43,2024-02-24,2024-03-05
10,Flash Sale,11-20%,1381,36,2024-09-15,2024-10-04
10,Flash Sale,1-10%,636,14,2024-09-15,2024-10-04
2,Referral,11-20%,2241,61,2024-09-10,2024-09-26
4,New User,11-20%,1120,27,2025-02-11,2025-02-19
4,New User,21-30%,759,14,2025-02-11,2025-02-19
2,Referral,0%,3813,35,2024-09-10,2024-09-26
12,Flash Sale,1-10%,2406,26,2025-06-25,2025-07-04
4,New User,1-10%,3286,44,2025-02-11,2025-02-19
5,Festival,11-20%,2551,53,2024-02-24,2024-03-05
6,Category Push,1-10%,1330,22,2025-07-18,2025-08-01
2,Referral,11-20%,3718,90,2024-09-10,2024-09-26
11,Payday,11-20%,3027,47,2024-08-02,2024-08-16
5,Festival,11-20%,1466,27,2024-02-24,2024-03-05
11,Payday,11-20%,135,6,2024-08-02,2024-08-16
8,Festival,11-20%,4303,88,2025-03-28,2025-04-14
6,Category Push,11-20%,1873,33,2025-07-18,2025-08-01
8,Festival,0%,413,0,2025-03-28,2025-04-14
9,Referral,11-20%,3367,74,2024-03-15,2024-03-29
6,Category Push,0%,423,4,2025-07-18,2025-08-01
4,New User,11-20%,3966,69,2025-02-11,2025-02-19
5,Festival,11-20%,4478,93,2024-02-24,2024-03-05
1,Clearance,1-10%,2653,51,2025-03-28,2025-04-05
12,Flash Sale,11-20%,2162,33,2025-06-25,2025-07-04
8,Festival,11-20%,4264,60,2025-03-28,2025-04-14
11,Payday,21-30%,1877,33,2024-08-02,2024-08-16
1,Clearance,11-20%,4398,78,2025-03-28,2025-04-05
9,Referral,11-20%,1939,33,2024-03-15,2024-03-29
4,New User,0%,4748,46,2025-02-11,2025-02-19
1,Clearance,1-10%,979,10,2025-03-28,2025-04-05
3,New User,31-50%,113,3,2025-05-12,2025-05-25
3,New User,11-20%,3267,68,2025-05-12,2025-05-25
12,Flash Sale,11-20%,744,12,2025-06-25,2025-07-04
2,Referral,11-20%,4426,87,2024-09-10,2024-09-26
9,Referral,21-30%,3182,38,2024-03-15,2024-03-29
7,Payday,21-30%,3812,79,2025-03-13,2025-03-31
7,Payday,31-50%,498,10,2025-03-13,2025-03-31
4,New User,31-50%,4181,88,2025-02-11,2025-02-19
9,Referral,31-50%,4206,101,2024-03-15,2024-03-29
4,New User,21-30%,2011,30,2025-02-11,2025-02-19
2,Referral,1-10%,4055,61,2024-09-10,2024-09-26
7,Payday,1-10%,4254,67,2025-03-13,2025-03-31
12,Flash Sale,11-20%,1646,32,2025-06-25,2025-07-04
4,New User,0%,878,8,2025-02-11,2025-02-19
2,Referral,11-20%,1418,24,2024-09-10,2024-09-26
8,Festival,11-20%,2717,48,2025-03-28,2025-04-14
3,New User,21-30%,4789,114,2025-05-12,2025-05-25
6,Category Push,1-10%,1760,36,2025-07-18,2025-08-01
7,Payday,11-20%,2957,39,2025-03-13,2025-03-31
8,Festival,21-30%,1231,22,2025-03-28,2025-04-14
12,Flash Sale,1-10%,4195,53,2025-06-25,2025-07-04
11,Payday,0%,4025,36,2024-08-02,2024-08-16
12,Flash Sale,31-50%,1451,28,2025-06-25,2025-07-04
10,Flash Sale,0%,4425,29,2024-09-15,2024-10-04
3,New User,0%,4702,40,2025-05-12,2025-05-25
6,Category Push,0%,3741,38,2025-07-18,2025-08-01
5,Festival,0%,1323,16,2024-02-24,2024-03-05
12,Flash Sale,11-20%,4537,108,2025-06-25,2025-07-04
7,Payday,1-10%,3218,45,2025-03-13,2025-03-31
3,New User,0%,2015,13,2025-05-12,2025-05-25
11,Payday,1-10%,4204,50,2024-08-02,2024-08-16
3,New User,1-10%,2539,46,2025-05-12,2025-05-25
11,Payday,11-20%,2800,53,2024-08-02,2024-08-16
8,Festival,11-20%,797,20,2025-03-28,2025-04-14
9,Referral,31-50%,4049,85,2024-03-15,2024-03-29
1,Clearance,1-10%,1916,33,2025-03-28,2025-04-05
10,Flash Sale,0%,2557,26,2024-09-15,2024-10-04
11,Payday,0%,184,1,2024-08-02,2024-08-16
7,Payday,21-30%,2017,44,2025-03-13,2025-03-31
12,Flash Sale,11-20%,75,2,2025-06-25,2025-07-04
2,Referral,1-10%,1995,31,2024-09-10,2024-09-26
6,Category Push,31-50%,4257,75,2025-07-18,2025-08-01
2,Referral,0%,3242,26,2024-09-10,2024-09-26
11,Payday,11-20%,3030,52,2024-08-02,2024-08-16
8,Festival,21-30%,2052,50,2025-03-28,2025-04-14
1,Clearance,0%,4422,56,2025-03-28,2025-04-05
9,Referral,21-30%,2950,90,2024-03-15,2024-03-29
8,Festival,1-10%,2129,35,2025-03-28,2025-04-14
3,New User,0%,4045,30,2025-05-12,2025-05-25
7,Payday,1-10%,2930,29,2025-03-13,2025-03-31
4,New User,1-10%,3733,40,2025-02-11,2025-02-19
1,Clearance,0%,1841,16,2025-03-28,2025-04-05
10,Flash Sale,1-10%,2884,31,2024-09-15,2024-10-04
10,Flash Sale,1-10%,4707,61,2024-09-15,2024-10-04
8,Festival,0%,3762,28,2025-03-28,2025-04-14
6,Category Push,1-10%,4123,53,2025-07-18,2025-08-01
8,Festival,1-10%,4207,52,2025-03-28,2025-04-14
8,Festival,1-10%,3454,43,2025-03-28,2025-04-14
9,Referral,0%,453,7,2024-03-15,2024-03-29
1,Clearance,1-10%,4329,50,2025-03-28,2025-04-05
7,Payday,0%,524,2,2025-03-13,2025-03-31
9,Referral,0%,4814,33,2024-03-15,2024-03-29
6,Category Push,1-10%,3699,32,2025-07-18,2025-08-01
7,Payday,11-20%,3817,81,2025-03-13,2025-03-31
12,Flash Sale,11-20%,1645,28,2025-06-25,2025-07-04
1,Clearance,21-30%,553,13,2025-03-28,2025-04-05
11,Payday,21-30%,1745,44,2024-08-02,2024-08-16
5,Festival,1-10%,3871,56,2024-02-24,2024-03-05
7,Payday,21-30%,1627,33,2025-03-13,2025-03-31
6,Category Push,0%,404,3,2025-07-18,2025-08-01
6,Category Push,31-50%,3033,54,2025-07-18,2025-08-01
4,New User,1-10%,2634,47,2025-02-11,2025-02-19
8,Festival,1-10%,3094,52,2025-03-28,2025-04-14
3,New User,1-10%,4418,38,2025-05-12,2025-05-25
3,New User,0%,4258,44,2025-05-12,2025-05-25
6,Category Push,11-20%,1944,38,2025-07-18,2025-08-01
7,Payday,11-20%,2354,33,2025-03-13,2025-03-31
3,New User,21-30%,4079,93,2025-05-12,2025-05-25
4,New User,1-10%,861,12,2025-02-11,2025-02-19
5,Festival,11-20%,916,14,2024-02-24,2024-03-05
1,Clearance,21-30%,3550,69,2025-03-28,2025-04-05
3,New User,1-10%,3638,49,2025-05-12,2025-05-25
8,Festival,21-30%,123,7,2025-03-28,2025-04-14
11,Payday,31-50%,511,13,2024-08-02,2024-08-16
9,Referral,11-20%,2196,28,2024-03-15,2024-03-29
7,Payday,11-20%,503,7,2025-03-13,2025-03-31
7,Payday,1-10%,1966,26,2025-03-13,2025-03-31
10,Flash Sale,11-20%,774,21,2024-09-15,2024-10-04
1,Clearance,21-30%,478,9,2025-03-28,2025-04-05
1,Clearance,0%,786,8,2025-03-28,2025-04-05
3,New User,0%,2419,15,2025-05-12,2025-05-25
7,Payday,31-50%,3396,81,2025-03-13,2025-03-31
10,Flash Sale,1-10%,1512,13,2024-09-15,2024-10-04
2,Referral,1-10%,3250,52,2024-09-10,2024-09-26
2,Referral,11-20%,901,24,2024-09-10,2024-09-26
10,Flash Sale,21-30%,4527,90,2024-09-15,2024-10-04
5,Festival,11-20%,4543,70,2024-02-24,2024-03-05
5,Festival,1-10%,2836,50,2024-02-24,2024-03-05
6,Category Push,31-50%,2919,74,2025-07-18,2025-08-01
8,Festival,0%,460,5,2025-03-28,2025-04-14
5,Festival,11-20%,921,20,2024-02-24,2024-03-05
7,Payday,11-20%,2514,53,2025-03-13,2025-03-31
3,New User,0%,2311,12,2025-05-12,2025-05-25
1,Clearance,0%,1257,7,2025-03-28,2025-04-05
8,Festival,1-10%,666,16,2025-03-28,2025-04-14
8,Festival,11-20%,1960,39,2025-03-28,2025-04-14
11,Payday,11-20%,407,12,2024-08-02,2024-08-16
3,New User,31-50%,482,10,2025-05-12,2025-05-25
11,Payday,31-50%,312,2,2024-08-02,2024-08-16
7,Payday,1-10%,85,0,2025-03-13,2025-03-31
8,Festival,11-20%,3756,73,2025-03-28,2025-04-14
7,Payday,1-10%,4386,68,2025-03-13,2025-03-31
11,Payday,31-50%,4716,107,2024-08-02,2024-08-16
1,Clearance,1-10%,1090,17,2025-03-28,2025-04-05
3,New User,1-10%,3552,44,2025-05-12,2025-05-25
7,Payday,1-10%,2742,48,2025-03-13,2025-03-31
5,Festival,1-10%,4231,64,2024-02-24,2024-03-05
12,Flash Sale,1-10%,3620,57,2025-06-25,2025-07-04
11,Payday,1-10%,1698,20,2024-08-02,2024-08-16
4,New User,21-30%,921,31,2025-02-11,2025-02-19
2,Referral,1-10%,3926,50,2024-09-10,2024-09-26
7,Payday,0%,4384,37,2025-03-13,2025-03-31
2,Referral,11-20%,2589,50,2024-09-10,2024-09-26
5,Festival,11-20%,1539,35,2024-02-24,2024-03-05
1,Clearance,1-10%,2816,56,2025-03-28,2025-04-05
11,Payday,21-30%,1716,43,2024-08-02,2024-08-16
7,Payday,0%,1332,8,2025-03-13,2025-03-31
9,Referral,21-30%,470,14,2024-03-15,2024-03-29
8,Festival,1-10%,1395,20,2025-03-28,2025-04-14
3,New User,21-30%,970,17,2025-05-12,2025-05-25
2,Referral,21-30%,511,19,2024-09-10,2024-09-26
12,Flash Sale,0%,216,1,2025-06-25,2025-07-04
2,Referral,1-10%,1916,22,2024-09-10,2024-09-26
12,Flash Sale,21-30%,3999,80,2025-06-25,2025-07-04
3,New User,21-30%,2438,58,2025-05-12,2025-05-25
10,Flash Sale,0%,1504,20,2024-09-15,2024-10-04
11,Payday,21-30%,1412,29,2024-08-02,2024-08-16
5,Festival,1-10%,3865,63,2024-02-24,2024-03-05
4,New User,0%,4893,45,2025-02-11,2025-02-19
6,Category Push,1-10%,2691,33,2025-07-18,2025-08-01
9,Referral,0%,422,2,2024-03-15,2024-03-29
12,Flash Sale,21-30%,2041,52,2025-06-25,2025-07-04
4,New User,0%,413,3,2025-02-11,2025-02-19
11,Payday,11-20%,4713,112,2024-08-02,2024-08-16
12,Flash Sale,11-20%,2772,65,2025-06-25,2025-07-04
6,Category Push,1-10%,3128,33,2025-07-18,2025-08-01
1,Clearance,0%,1056,3,2025-03-28,2025-04-05
2,Referral,1-10%,4527,110,2024-09-10,2024-09-26
9,Referral,11-20%,1700,19,2024-03-15,2024-03-29
1,Clearance,11-20%,3748,87,2025-03-28,2025-04-05
3,New User,31-50%,4870,134,2025-05-12,2025-05-25
2,Referral,1-10%,4355,58,2024-09-10,2024-09-26
11,Payday,0%,4237,47,2024-08-02,2024-08-16
1,Clearance,11-20%,4339,84,2025-03-28,2025-04-05
3,New User,0%,522,3,2025-05-12,2025-05-25
11,Payday,11-20%,3743,72,2024-08-02,2024-08-16
11,Payday,11-20%,137,0,2024-08-02,2024-08-16
3,New User,21-30%,3974,116,2025-05-12,2025-05-25
2,Referral,1-10%,485,9,2024-09-10,2024-09-26
3,New User,1-10%,3563,33,2025-05-12,2025-05-25
10,Flash Sale,0%,1748,14,2024-09-15,2024-10-04
1,Clearance,11-20%,4720,93,2025-03-28,2025-04-05
9,Referral,0%,4625,41,2024-03-15,2024-03-29
2,Referral,11-20%,3554,70,2024-09-10,2024-09-26
7,Payday,1-10%,1847,30,2025-03-13,2025-03-31
7,Payday,1-10%,3999,52,2025-03-13,2025-03-31
8,Festival,11-20%,4199,96,2025-03-28,2025-04-14
2,Referral,0%,3268,27,2024-09-10,2024-09-26
12,Flash Sale,11-20%,2584,48,2025-06-25,2025-07-04
4,New User,21-30%,1325,41,2025-02-11,2025-02-19
12,Flash Sale,0%,3492,20,2025-06-25,2025-07-04
6,Category Push,0%,3146,37,2025-07-18,2025-08-01
10,Flash Sale,21-30%,1492,26,2024-09-15,2024-10-04
9,Referral,1-10%,3826,34,2024-03-15,2024-03-29
7,Payday,0%,110,1,2025-03-13,2025-03-31
7,Payday,11-20%,569,9,2025-03-13,2025-03-31
11,Payday,0%,2102,15,2024-08-02,2024-08-16
1,Clearance,1-10%,96,1,2025-03-28,2025-04-05
5,Festival,11-20%,1819,28,2024-02-24,2024-03-05
8,Festival,21-30%,4431,109,2025-03-28,2025-04-14
9,Referral,0%,887,11,2024-03-15,2024-03-29
5,Festival,21-30%,1594,45,2024-02-24,2024-03-05
9,Referral,21-30%,777,10,2024-03-15,2024-03-29
6,Category Push,1-10%,4206,69,2025-07-18,2025-08-01
9,Referral,11-20%,852,14,2024-03-15,2024-03-29
9,Referral,11-20%,2234,44,2024-03-15,2024-03-29
4,New User,11-20%,2733,52,2025-02-11,2025-02-19
5,Festival,21-30%,354,9,2024-02-24,2024-03-05
3,New User,11-20%,2924,50,2025-05-12,2025-05-25
12,Flash Sale,1-10%,1262,9,2025-06-25,2025-07-04
1,Clearance,1-10%,871,14,2025-03-28,2025-04-05
1,Clearance,0%,4367,31,2025-03-28,2025-04-05
4,New User,0%,3203,19,2025-02-11,2025-02-19
10,Flash Sale,31-50%,1938,53,2024-09-15,2024-10-04
8,Festival,0%,3116,25,2025-03-28,2025-04-14
7,Payday,11-20%,1586,17,2025-03-13,2025-03-31
8,Festival,1-10%,849,7,2025-03-28,2025-04-14
6,Category Push,1-10%,3645,38,2025-07-18,2025-08-01
11,Payday,0%,3503,27,2024-08-02,2024-08-16
3,New User,1-10%,3668,39,2025-05-12,2025-05-25
6,Category Push,11-20%,4875,106,2025-07-18,2025-08-01
6,Category Push,11-20%,4358,99,2025-07-18,2025-08-01
6,Category Push,1-10%,4302,35,2025-07-18,2025-08-01
12,Flash Sale,1-10%,3663,24,2025-06-25,2025-07-04
2,Referral,21-30%,135,7,2024-09-10,2024-09-26
7,Payday,1-10%,2655,55,2025-03-13,2025-03-31
5,Festival,11-20%,3304,82,2024-02-24,2024-03-05
6,Category Push,0%,4382,39,2025-07-18,2025-08-01
5,Festival,11-20%,55,0,2024-02-24,2024-03-05
3,New User,0%,4286,32,2025-05-12,2025-05-25
5,Festival,31-50%,454,13,2024-02-24,2024-03-05
5,Festival,31-50%,1857,50,2024-02-24,2024-03-05
6,Category Push,21-30%,1704,50,2025-07-18,2025-08-01
8,Festival,1-10%,4936,36,2025-03-28,2025-04-14
5,Festival,0%,286,2,2024-02-24,2024-03-05
1,Clearance,1-10%,829,17,2025-03-28,2025-04-05
8,Festival,31-50%,2883,89,2025-03-28,2025-04-14
2,Referral,0%,946,4,2024-09-10,2024-09-26
12,Flash Sale,0%,1455,13,2025-06-25,2025-07-04
7,Payday,1-10%,4085,67,2025-03-13,2025-03-31
2,Referral,11-20%,174,2,2024-09-10,2024-09-26
4,New User,11-20%,1307,29,2025-02-11,2025-02-19
5,Festival,21-30%,948,19,2024-02-24,2024-03-05
12,Flash Sale,1-10%,496,7,2025-06-25,2025-07-04
9,Referral,11-20%,461,7,2024-03-15,2024-03-29
9,Referral,11-20%,315,5,2024-03-15,2024-03-29
6,Category Push,0%,312,1,2025-07-18,2025-08-01
1,Clearance,21-30%,2075,60,2025-03-28,2025-04-05
2,Referral,11-20%,595,6,2024-09-10,2024-09-26
5,Festival,11-20%,256,4,2024-02-24,2024-03-05
10,Flash Sale,1-10%,3128,48,2024-09-15,2024-10-04
1,Clearance,1-10%,2986,55,2025-03-28,2025-04-05
9,Referral,1-10%,628,9,2024-03-15,2024-03-29
9,Referral,1-10%,1716,26,2024-03-15,2024-03-29
4,New User,11-20%,595,11,2025-02-11,2025-02-19
1,Clearance,0%,830,2,2025-03-28,2025-04-05
11,Payday,31-50%,3133,86,2024-08-02,2024-08-16
12,Flash Sale,11-20%,1866,47,2025-06-25,2025-07-04
5,Festival,1-10%,1689,21,2024-02-24,2024-03-05
11,Payday,0%,1529,24,2024-08-02,2024-08-16
8,Festival,1-10%,550,3,2025-03-28,2025-04-14
9,Referral,11-20%,4927,104,2024-03-15,2024-03-29
4,New User,0%,4789,54,2025-02-11,2025-02-19
4,New User,1-10%,3568,62,2025-02-11,2025-02-19
10,Flash Sale,0%,958,4,2024-09-15,2024-10-04
6,Category Push,31-50%,1765,52,2025-07-18,2025-08-01
5,Festival,1-10%,302,5,2024-02-24,2024-03-05
6,Category Push,11-20%,3046,68,2025-07-18,2025-08-01
4,New User,1-10%,3718,57,2025-02-11,2025-02-19
12,Flash Sale,1-10%,2607,37,2025-06-25,2025-07-04
7,Payday,11-20%,1030,14,2025-03-13,2025-03-31
10,Flash Sale,0%,2906,23,2024-09-15,2024-10-04
2,Referral,21-30%,4805,112,2024-09-10,2024-09-26
11,Payday,11-20%,4045,98,2024-08-02,2024-08-16
3,New User,1-10%,3529,52,2025-05-12,2025-05-25
5,Festival,21-30%,600,8,2024-02-24,2024-03-05
5,Festival,1-10%,3710,38,2024-02-24,2024-03-05
11,Payday,1-10%,513,8,2024-08-02,2024-08-16
4,New User,11-20%,3055,76,2025-02-11,2025-02-19
2,Referral,1-10%,2809,43,2024-09-10,2024-09-26
7,Payday,11-20%,4801,111,2025-03-13,2025-03-31
12,Flash Sale,11-20%,1769,24,2025-06-25,2025-07-04
9,Referral,21-30%,2385,63,2024-03-15,2024-03-29
11,Payday,1-10%,683,14,2024-08-02,2024-08-16
1,Clearance,0%,2536,20,2025-03-28,2025-04-05
1,Clearance,0%,1403,10,2025-03-28,2025-04-05
12,Flash Sale,0%,468,2,2025-06-25,2025-07-04
3,New User,1-10%,127,2,2025-05-12,2025-05-25
9,Referral,0%,3526,23,2024-03-15,2024-03-29
1,Clearance,11-20%,848,12,2025-03-28,2025-04-05
6,Category Push,11-20%,1729,47,2025-07-18,2025-08-01
11,Payday,11-20%,1126,30,2024-08-02,2024-08-16
11,Payday,31-50%,4239,89,2024-08-02,2024-08-16
4,New User,11-20%,2261,33,2025-02-11,2025-02-19
2,Referral,11-20%,2254,37,2024-09-10,2024-09-26
1,Clearance,0%,1132,9,2025-03-28,2025-04-05
1,Clearance,31-50%,1276,22,2025-03-28,2025-04-05
1,Clearance,21-30%,2465,77,2025-03-28,2025-04-05
